Event ID Number,Division Name,Event Name,Upload Type,Report ,Context Box,Score Sheet,Additional Documents,Event Type,EventGrpName,EventGender,GroupEvent,MinNo,MaxNo,TeamEvent,SetupTime,RoundTime,JudgingTime,EventKindId,HasToBeConsecutive,CompetitorsPerRound,NeedsSchedule
274,Physical Education - Sports,Basketball (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,5,10,TRUE,1,20,0,Elimination,FALSE,0,1
275,Physical Education - Sports,Tennis - singles (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,6,4,Elimination,FALSE,0,1
276,Physical Education - Sports,Futsal (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,5,10,TRUE,1,20,0,Elimination,FALSE,0,1
277,Physical Education - Sports,Volleyball (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,6,10,FALSE,1,20,0,Elimination,FALSE,0,1
300,Exhibits - Manual Arts,Wood Turning U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,4,4,Judged,TRUE,0,0
301,Exhibits - Manual Arts,Wood Construction U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
302,Exhibits - Manual Arts,Wood Carving U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
303,Exhibits - Manual Arts,Marquetry U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
304,Exhibits - Manual Arts,Metal Sculpture U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
306,Exhibits - Manual Arts,Metal Fabrication U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
307,Exhibits - Manual Arts,Sheet Metal Work U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
308,Exhibits - Manual Arts,Clay Work - Handbuilt U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
309,Exhibits - Manual Arts,Clay Work - Wheel thrown U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
310,Exhibits - Manual Arts,Scrapbooking U16,Nil,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
311,Exhibits - Manual Arts,Flax Construction U16,Nil,No,No,No,No,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
312,Exhibits - Manual Arts,Bilum Making U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
313,Exhibits - Manual Arts,Sportswear U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
314,Exhibits - Manual Arts,Coats U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
315,Exhibits - Manual Arts,Female Formals U16,Nil,Yes,No,No,Yes,0,2,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
316,Exhibits - Manual Arts,Female Dresses U16,Nil,Yes,No,No,Yes,0,2,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
318,Exhibits - Manual Arts,Male Three Piece Outfit U16,Nil,Yes,No,No,Yes,0,2,M,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
320,Exhibits - Manual Arts,Counted Cross Stitch U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
321,Exhibits - Manual Arts,Embroidery U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
322,Exhibits - Manual Arts,Needle Point U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
323,Exhibits - Manual Arts,Crochet U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
324,Exhibits - Manual Arts,Knitting U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
325,Exhibits - Manual Arts,Quilts U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
326,Exhibits - Manual Arts,Patchwork U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
350,Exhibits - Manual Arts,Wood Turning OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,4,4,Judged,TRUE,0,0
351,Exhibits - Manual Arts,Wood Construction OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
352,Exhibits - Manual Arts,Wood Carving OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
353,Exhibits - Manual Arts,Marquetry OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
354,Exhibits - Manual Arts,Metal Sculpture OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
356,Exhibits - Manual Arts,Metal Fabrication OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
357,Exhibits - Manual Arts,Sheet Metal Work OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
358,Exhibits - Manual Arts,Clay Work - Handbuilt OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
359,Exhibits - Manual Arts,Clay Work - Wheel thrown OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
360,Exhibits - Manual Arts,Scrapbooking OPEN,Nil,Yes,No,No,No,2,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
361,Exhibits - Manual Arts,Flax Construction OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
362,Exhibits - Manual Arts,Bilum Making OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
363,Exhibits - Manual Arts,Sportswear OPEN,Nil,No,No,No,No,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
364,Exhibits - Manual Arts,Coats OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
365,Exhibits - Manual Arts,Female Formals OPEN,Nil,Yes,No,No,Yes,0,4,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
366,Exhibits - Manual Arts,Female Dresses OPEN,Nil,Yes,No,No,Yes,0,4,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
368,Exhibits - Manual Arts,Male Three Piece Outfit OPEN,Nil,Yes,No,No,Yes,0,4,M,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
370,Exhibits - Manual Arts,Counted Cross Stitch OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
371,Exhibits - Manual Arts,Embroidery OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
372,Exhibits - Manual Arts,Needle Point OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
373,Exhibits - Manual Arts,Crochet OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
374,Exhibits - Manual Arts,Knitting OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
375,Exhibits - Manual Arts,Quilts OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
376,Exhibits - Manual Arts,Patchwork OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
400,Exhibits - Media Arts,Portrait Photo U16,Image,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
401,Exhibits - Media Arts,Nature Photo U16,Nil,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
402,Exhibits - Media Arts,Structure/Vehicle Photo U16,Nil,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
403,Exhibits - Media Arts,Scapes Photo U16,Image,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
