Event ID Number,Division Name,Event Name,Upload Type,Report ,Context Box,Score Sheet,Additional Documents,Event Type,EventGrpName,EventGender,GroupEvent,MinNo,MaxNo,TeamEvent,SetupTime,RoundTime,JudgingTime,EventKindId,HasToBeConsecutive,CompetitorsPerRound,NeedsSchedule
271,Exhibits,Football Kick (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,1,Sequential,FALSE,0,0
272,Exhibits,Soccer Kick (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,9,0,Sequential,FALSE,0,0
273,Exhibits,Netball Shoot (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,5,0,Sequential,FALSE,0,0
274,Exhibits,Basketball (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,5,10,TRUE,1,20,0,Elimination,FALSE,0,1
275,Exhibits,Tennis - singles (Female) OPEN,Nil,No,No,No,No,0,4,F,FALSE,1,1,FALSE,0,6,4,Elimination,FALSE,0,1
276,Exhibits,Futsal (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,5,10,TRUE,1,20,0,Elimination,FALSE,0,1
277,Exhibits,Volleyball (Female) OPEN,Nil,No,No,No,No,0,4,F,TRUE,6,10,FALSE,1,20,0,Elimination,FALSE,0,1
300,Music,Wood Turning U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,4,4,Judged,TRUE,0,0
301,Music,Wood Construction U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
302,Music,Wood Carving U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
303,Music,Marquetry U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
304,Music,Metal Sculpture U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
306,Music,Metal Fabrication U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
307,Music,Sheet Metal Work U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
308,Music,Clay Work - Handbuilt U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
309,Music,Clay Work - Wheel thrown U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
310,Music,Scrapbooking U16,Nil,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
311,Music,Flax Construction U16,Nil,No,No,No,No,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
312,Music,Bilum Making U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
313,Music,Sportswear U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
314,Music,Coats U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
315,Music,Female Formals U16,Nil,Yes,No,No,Yes,0,2,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
316,Music,Female Dresses U16,Nil,Yes,No,No,Yes,0,2,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
318,Music,Male Three Piece Outfit U16,Nil,Yes,No,No,Yes,0,2,M,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
320,Music,Counted Cross Stitch U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
321,Music,Embroidery U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
322,Music,Needle Point U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
323,Music,Crochet U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
324,Music,Knitting U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
325,Music,Quilts U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
326,Music,Patchwork U16,Nil,Yes,No,No,Yes,0,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
350,Music,Wood Turning OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,4,4,Judged,TRUE,0,0
351,Music,Wood Construction OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
352,Music,Wood Carving OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
353,Music,Marquetry OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
354,Music,Metal Sculpture OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
356,Music,Metal Fabrication OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
357,Music,Sheet Metal Work OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
358,Music,Clay Work - Handbuilt OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
359,Music,Clay Work - Wheel thrown OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
360,Music,Scrapbooking OPEN,Nil,Yes,No,No,No,2,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
361,Music,Flax Construction OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
362,Music,Bilum Making OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
363,Music,Sportswear OPEN,Nil,No,No,No,No,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
364,Music,Coats OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
365,Music,Female Formals OPEN,Nil,Yes,No,No,Yes,0,4,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
366,Music,Female Dresses OPEN,Nil,Yes,No,No,Yes,0,4,F,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
368,Music,Male Three Piece Outfit OPEN,Nil,Yes,No,No,Yes,0,4,M,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
370,Music,Counted Cross Stitch OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
371,Music,Embroidery OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
372,Music,Needle Point OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
373,Music,Crochet OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
374,Music,Knitting OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
375,Music,Quilts OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
376,Music,Patchwork OPEN,Nil,Yes,No,No,Yes,0,4,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
400,,Portrait Photo U16,Image,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
401,,Nature Photo U16,Nil,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
402,,Structure/Vehicle Photo U16,Nil,Yes,No,No,No,2,2,,FALSE,1,1,FALSE,0,0,0,Judged,FALSE,0,0
